"erkrankungen";"hospitalisiert";"intensivstation";"nr_tests";"date"
7697;672;128;NA;2020-03-28 00:00:00
7697;672;128;NA;2020-03-28 01:00:00
7697;672;128;NA;2020-03-28 02:00:00
7697;672;128;NA;2020-03-28 03:00:00
7697;672;128;NA;2020-03-28 04:00:00
7697;672;128;NA;2020-03-28 05:00:00
7697;672;128;NA;2020-03-28 06:00:00
7697;672;128;NA;2020-03-28 07:00:00
7697;672;128;NA;2020-03-28 08:00:00
7712;744;135;42750;2020-03-28 09:00:00
7750;744;135;42750;2020-03-28 10:00:00
7823;744;135;42750;2020-03-28 11:00:00
7898;744;135;42750;2020-03-28 12:00:00
7964;744;135;42750;2020-03-28 13:00:00
7995;744;135;42750;2020-03-28 14:00:00
8030;744;135;42750;2020-03-28 15:00:00
8068;744;135;42750;2020-03-28 16:00:00
8105;744;135;42750;2020-03-28 17:00:00
8122;744;135;42750;2020-03-28 18:00:00
8188;744;135;42750;2020-03-28 19:00:00
8233;744;135;42750;2020-03-28 20:00:00
8258;744;135;42750;2020-03-28 21:00:00
8259;744;135;42750;2020-03-28 22:00:00
8271;744;135;42750;2020-03-28 23:00:00
