"erkrankungen";"hospitalisiert";"intensivstation";"nr_tests";"date"
11524;1074;245;98343;2020-04-04 00:00:00
11524;1074;245;98343;2020-04-04 01:00:00
11524;1074;245;98343;2020-04-04 02:00:00
11524;1074;245;98343;2020-04-04 03:00:00
11524;1074;245;98343;2020-04-04 04:00:00
11525;1074;245;98343;2020-04-04 05:00:00
11525;1074;245;98343;2020-04-04 06:00:00
11525;1074;245;98343;2020-04-04 07:00:00
11525;1074;245;98343;2020-04-04 08:00:00
11544;1074;245;98343;2020-04-04 09:00:00
11589;1074;245;98343;2020-04-04 10:00:00
11603;1074;245;98343;2020-04-04 11:00:00
11606;1071;245;104134;2020-04-04 12:00:00
11611;1071;245;104134;2020-04-04 13:00:00
11646;1071;245;104134;2020-04-04 14:00:00
11665;1071;245;104134;2020-04-04 15:00:00
11679;1071;245;104134;2020-04-04 16:00:00
11702;1071;245;104134;2020-04-04 17:00:00
11713;1071;245;104134;2020-04-04 18:00:00
11741;1071;245;104134;2020-04-04 19:00:00
