"erkrankungen","hospitalisiert","intensivstation","nr_tests","date"
13248,1086,266,126287,2020-04-10 00:00:00
13248,1086,266,126287,2020-04-10 01:00:00
13248,1086,266,126287,2020-04-10 02:00:00
13248,1086,266,126287,2020-04-10 03:00:00
13248,1086,266,126287,2020-04-10 04:00:00
13248,1086,266,126287,2020-04-10 05:00:00
13248,1086,266,126287,2020-04-10 06:00:00
13270,1086,266,126287,2020-04-10 07:00:00
13271,1086,266,126287,2020-04-10 08:00:00
13306,1086,266,126287,2020-04-10 09:00:00
13337,1086,266,126287,2020-04-10 10:00:00
13377,1086,266,126287,2020-04-10 11:00:00
