"erkrankungen";"hospitalisiert";"intensivstation";"nr_tests";"date"
8280;744;135;42750;2020-03-29 00:00:00
8280;744;135;42750;2020-03-29 01:00:00
8280;744;135;42750;2020-03-29 01:01:47
8280;744;135;42750;2020-03-29 03:00:00
8280;744;135;42750;2020-03-29 04:00:00
8280;744;135;42750;2020-03-29 05:00:00
8280;744;135;42750;2020-03-29 06:00:00
8280;744;135;42750;2020-03-29 07:00:00
8291;744;135;42750;2020-03-29 08:00:00
8305;744;135;42750;2020-03-29 09:00:00
8346;744;135;42750;2020-03-29 10:00:00
8395;744;135;42750;2020-03-29 11:00:00
8411;931;187;46441;2020-03-29 12:00:00
8450;931;187;46441;2020-03-29 13:00:00
8486;931;187;46441;2020-03-29 14:00:00
8536;931;187;46441;2020-03-29 15:00:00
