"bundesland","freq","date"
"Vbg",794,2020-04-09 09:00:00
"T",2931,2020-04-09 09:00:00
"Stmk",1435,2020-04-09 09:00:00
"Sbg",1129,2020-04-09 09:00:00
"OÖ",2055,2020-04-09 09:00:00
"NÖ",2154,2020-04-09 09:00:00
"Ktn",361,2020-04-09 09:00:00
"Bgld",243,2020-04-09 09:00:00
"W",1882,2020-04-09 10:00:00
"Vbg",797,2020-04-09 10:00:00
"T",2946,2020-04-09 10:00:00
"Stmk",1435,2020-04-09 10:00:00
"Sbg",1129,2020-04-09 10:00:00
"OÖ",2055,2020-04-09 10:00:00
"NÖ",2157,2020-04-09 10:00:00
"Ktn",361,2020-04-09 10:00:00
"Bgld",243,2020-04-09 10:00:00
"W",1881,2020-04-09 11:00:00
"Vbg",800,2020-04-09 11:00:00
"T",2945,2020-04-09 11:00:00
"Stmk",1435,2020-04-09 11:00:00
"Sbg",1130,2020-04-09 11:00:00
"OÖ",2055,2020-04-09 11:00:00
"NÖ",2161,2020-04-09 11:00:00
"Ktn",361,2020-04-09 11:00:00
"Bgld",243,2020-04-09 11:00:00
"W",1881,2020-04-09 12:00:00
"Vbg",800,2020-04-09 12:00:00
"T",2948,2020-04-09 12:00:00
"Stmk",1435,2020-04-09 12:00:00
"Sbg",1130,2020-04-09 12:00:00
"OÖ",2068,2020-04-09 12:00:00
"NÖ",2161,2020-04-09 12:00:00
"Ktn",362,2020-04-09 12:00:00
"Bgld",243,2020-04-09 12:00:00
"W",1885,2020-04-09 13:00:00
"Vbg",800,2020-04-09 13:00:00
"T",2967,2020-04-09 13:00:00
"Stmk",1452,2020-04-09 13:00:00
"Sbg",1130,2020-04-09 13:00:00
"OÖ",2073,2020-04-09 13:00:00
"NÖ",2161,2020-04-09 13:00:00
"Ktn",362,2020-04-09 13:00:00
"Bgld",244,2020-04-09 13:00:00
"W",1891,2020-04-09 14:00:00
"Vbg",800,2020-04-09 14:00:00
"T",2977,2020-04-09 14:00:00
"Stmk",1457,2020-04-09 14:00:00
"Sbg",1130,2020-04-09 14:00:00
"OÖ",2079,2020-04-09 14:00:00
"NÖ",2165,2020-04-09 14:00:00
"Ktn",361,2020-04-09 14:00:00
"Bgld",245,2020-04-09 14:00:00
"W",1892,2020-04-09 15:00:00
"Vbg",800,2020-04-09 15:00:00
"T",2996,2020-04-09 15:00:00
"Stmk",1458,2020-04-09 15:00:00
"Sbg",1134,2020-04-09 15:00:00
"OÖ",2079,2020-04-09 15:00:00
"NÖ",2169,2020-04-09 15:00:00
"Ktn",365,2020-04-09 15:00:00
"Bgld",245,2020-04-09 15:00:00
"W",1911,2020-04-09 16:00:00
"Vbg",800,2020-04-09 16:00:00
"T",2996,2020-04-09 16:00:00
"Stmk",1459,2020-04-09 16:00:00
"Sbg",1134,2020-04-09 16:00:00
"OÖ",2081,2020-04-09 16:00:00
"NÖ",2171,2020-04-09 16:00:00
"Ktn",366,2020-04-09 16:00:00
"Bgld",245,2020-04-09 16:00:00
